"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME"
"22","212367_at",-1.81623518298172,7.00782167319173,-6.73614193967613,4.99320194395781e-07,2.38026127039191e-05,6.37719736293939,"FEM1B","10116","fem-1 homolog B"
"23","220235_s_at",-1.94359874420903,7.65326193044152,-6.73569936616972,4.99854866782302e-07,2.38026127039191e-05,6.37616645075624,"LRIF1","55791","ligand dependent nuclear re..."
"24","209585_s_at",-1.68386198203754,6.72786276677786,-6.66575911752308,5.92138150094527e-07,2.66812191004819e-05,6.21293856259248,"MINPP1","9562","multiple inositol-polyphosp..."
"25","235940_at",-2.21140590710381,6.77049971122415,-6.63786501911177,6.33634169606708e-07,2.66812191004819e-05,6.14766712108239,"QNG1","84267","Q-nucleotide N-glycosylase 1"
"26","235306_at",-2.4431795451923,8.96021144130117,-6.62742763872146,6.49913380400369e-07,2.66812191004819e-05,6.12321898139602,"GIMAP8","155038","GTPase, IMAP family member 8"
"27","235803_at",-1.62705238914033,6.39078765021677,-6.60938080961209,6.79074444328874e-07,2.66812191004819e-05,6.08091483802797,NA,NA,NA
"28","1556821_x_at",-2.46149833867581,7.66136996008394,-6.60061802032526,6.9371169661253e-07,2.66812191004819e-05,6.06035916949585,"DLEU2","8847","deleted in lymphocytic leuk..."
"29","230836_at",-1.92993419709954,8.35777756335732,-6.56234314823875,7.61514613781729e-07,2.69169755470183e-05,5.97046355405309,"ST8SIA4","7903","ST8 alpha-N-acetyl-neuramin..."
"30","235102_x_at",2.38215500032525,10.1488792270906,6.54552605085739,7.93406881175231e-07,2.69169755470183e-05,5.93090880086124,"SNORD3B-1","26851","small nucleolar RNA, C/D bo..."
"31","235102_x_at",2.38215500032525,10.1488792270906,6.54552605085739,7.93406881175231e-07,2.69169755470183e-05,5.93090880086124,"SNORD3A","780851","small nucleolar RNA, C/D bo..."
"32","235102_x_at",2.38215500032525,10.1488792270906,6.54552605085739,7.93406881175231e-07,2.69169755470183e-05,5.93090880086124,"SNORD3B-2","780852","small nucleolar RNA, C/D bo..."
"33","235102_x_at",2.38215500032525,10.1488792270906,6.54552605085739,7.93406881175231e-07,2.69169755470183e-05,5.93090880086124,"SNORD3C","780853","small nucleolar RNA, C/D bo..."
"34","1562608_at",-1.923105517114,5.70881551587799,-6.52375136107014,8.3673370491053e-07,2.69169755470183e-05,5.87964245069418,NA,NA,NA
"35","229367_s_at",-1.9398943629484,9.84030080729838,-6.50526503474975,8.75406761831738e-07,2.69169755470183e-05,5.83607323890401,"GIMAP6","474344","GTPase, IMAP family member 6"
"36","204622_x_at",2.83556765308098,8.88953413636259,6.50261159242236,8.81105335883028e-07,2.69169755470183e-05,5.82981613762267,"NR4A2","4929","nuclear receptor subfamily ..."
"37","241824_at",2.36933218777437,8.63964979283047,6.49958392747611,8.87653792836935e-07,2.69169755470183e-05,5.82267554622286,NA,NA,NA
"38","208893_s_at",-1.80008531955717,10.3317920482875,-6.48988801266564,9.08960503253231e-07,2.69169755470183e-05,5.79980083328298,"DUSP6","1848","dual specificity phosphatase 6"
"39","237485_at",1.90472716280963,5.99372136107434,6.48692158700503,9.15582770547217e-07,2.69169755470183e-05,5.79280015872394,"SRSF3","6428","serine and arginine rich sp..."
"40","210512_s_at",1.8435539589817,9.27878552050847,6.47526092525909,9.42094144145641e-07,2.69169755470183e-05,5.76527116152609,"VEGFA","7422","vascular endothelial growth..."
"41","235728_at",-1.61604768472266,6.68356629043818,-6.39696098064369,1.14158690057571e-06,3.17107472382142e-05,5.580000358083,"ZFP3","124961","ZFP3 zinc finger protein"
"42","203102_s_at",-1.71236637231325,9.17070990399659,-6.37727582507124,1.19819298984009e-06,3.23835943200025e-05,5.5333091133548,"MGAT2","4247","alpha-1,6-mannosyl-glycopro..."
"43","226041_at",-2.01425757970531,5.71552110643688,-6.3007613592806,1.44676100027145e-06,3.78192697498298e-05,5.35140182474207,"NAPEPLD","222236","N-acyl phosphatidylethanola..."
"44","238893_at",2.07323674886795,10.5933167848022,6.29294321349891,1.47495152024336e-06,3.78192697498298e-05,5.33277738602621,"ATP2B1-AS1","338758","ATP2B1 antisense RNA 1"
"45","230170_at",1.71737584490445,7.67519556072405,6.27822627063982,1.52954368167823e-06,3.82385920419556e-05,5.29769999911932,"OSM","5008","oncostatin M"
"46","229285_at",-1.76084724218011,7.90769001179038,-6.26063796033624,1.59749259381001e-06,3.8963233995366e-05,5.25574710690983,"RNASEL","6041","ribonuclease L"
"47","227385_at",-1.62191770439708,6.8404710690756,-6.2369678656605,1.69381448817813e-06,4.03289163851937e-05,5.19923342803941,"PLPP6","403313","phospholipid phosphatase 6"
"48","234907_x_at",1.75717225152369,6.20461327959809,6.22293701475414,1.75367985909301e-06,4.07832525370467e-05,5.16570489923259,"POLB","5423","DNA polymerase beta"
"49","200799_at",-1.74255983157185,11.1832681165374,-6.1773779193093,1.9633267638916e-06,4.46210628157183e-05,5.05668792837175,"HSPA1A","3303","heat shock protein family A..."
"50","200799_at",-1.74255983157185,11.1832681165374,-6.1773779193093,1.9633267638916e-06,4.46210628157183e-05,5.05668792837175,"HSPA1B","3304","heat shock protein family A..."
"51","208892_s_at",-1.72561308864599,11.3555493844345,-6.1165359420767,2.28366310487697e-06,5.07480689972661e-05,4.91075480286301,"DUSP6","1848","dual specificity phosphatase 6"
"52","230012_at",-1.61083095029969,8.47775204076307,-6.09868185298209,2.38739972952204e-06,5.18999941200443e-05,4.86785689839202,"LINC00324","284029","long intergenic non-protein..."
"53","205898_at",-1.97066527326019,12.0559531143108,-6.08248765923713,2.48563104975581e-06,5.20831480382926e-05,4.82891866378578,"CX3CR1","1524","C-X3-C motif chemokine rece..."
"54","229560_at",-1.69363549175394,10.111438727804,-6.08017492729476,2.49999110583805e-06,5.20831480382926e-05,4.82335559670102,"TLR8","51311","toll like receptor 8"
"55","206877_at",1.63859206810567,8.13033087854873,6.06334609405409,2.60705421508352e-06,5.28425805741601e-05,4.78285887053989,"MXD1","4084","MAX dimerization protein 1"
"56","218805_at",-1.88052389525654,9.68010847671098,-6.05798519865855,2.642129028708e-06,5.28425805741601e-05,4.76995240188904,"GIMAP5","55340","GTPase, IMAP family member 5"
"57","218805_at",-1.88052389525654,9.68010847671098,-6.05798519865855,2.642129028708e-06,5.28425805741601e-05,4.76995240188904,"GIMAP1-GIMAP5","100527949","GIMAP1-GIMAP5 readthrough"
"58","213281_at",1.87885301914085,8.11193573441051,6.04018154598459,2.76209108391648e-06,5.41586487042447e-05,4.72706883602932,"JUN","3725","Jun proto-oncogene, AP-1 tr..."
"59","1568768_s_at",1.90783065007246,7.0103234691664,6.01430671197401,2.94637795793987e-06,5.66611145757667e-05,4.66468745493044,"BABAM2-AS1","100302650","BABAM2 antisense RNA 1"
"60","219312_s_at",1.68830629219163,7.32151837983255,6.00473724699802,3.01765622059888e-06,5.69369098226204e-05,4.64159963171462,"ZBTB10","65986","zinc finger and BTB domain ..."
"61","228157_at",-1.61048956033119,9.14741033341912,-5.99420138085298,3.0981606333058e-06,5.71962887456205e-05,4.61616974734234,"ZNF207","7756","zinc finger protein 207"
"62","1558700_s_at",-1.78053263100248,5.90436024594035,-5.98809734947652,3.14579588100913e-06,5.71962887456205e-05,4.60143176080971,"ZNF260","339324","zinc finger protein 260"
"63","235675_at",-1.90090054717117,5.17043441491654,-5.96863290072414,3.30272031207766e-06,5.89771484299582e-05,4.55441115325741,"DHFR2","200895","dihydrofolate reductase 2"
"64","237510_at",1.73849906551643,7.76812991866012,5.94234809052408,3.52732899782097e-06,6.1882964874052e-05,4.49085625387561,"MYNN","55892","myoneurin"
"65","242943_at",-1.95068958698684,7.60433212145247,-5.86374398593446,4.2960025096277e-06,7.40690087866845e-05,4.300406868336,"ST8SIA4","7903","ST8 alpha-N-acetyl-neuramin..."
"66","1554455_at",-1.79912197457903,7.15611328638312,-5.84531369667247,4.49961402982339e-06,7.62646445732778e-05,4.2556696945322,"LINS1","55180","lines homolog 1"
"67","224414_s_at",-1.86650334514794,7.98768759821451,-5.83525773234628,4.61480912477081e-06,7.69134854128469e-05,4.23124719494485,"CARD6","84674","caspase recruitment domain ..."
"68","223583_at",-1.57807150038379,8.84583196991723,-5.80771616910218,4.94586283410431e-06,8.08121504186798e-05,4.16431197709062,"TNFAIP8L2","79626","TNF alpha induced protein 8..."
"69","222566_at",-1.57788860426174,6.72322719529693,-5.80256908273103,5.01035332595815e-06,8.08121504186798e-05,4.15179540216423,"KMT5B","51111","lysine methyltransferase 5B"
"70","223809_at",-1.71874793538298,11.0309239454543,-5.78026322457973,5.29983827999863e-06,8.41244171428355e-05,4.09752577733215,"RGS18","64407","regulator of G protein sign..."
"71","228071_at",-1.72178285159751,10.1539658716573,-5.77296111267086,5.39824391590303e-06,8.43475611859848e-05,4.07975055575856,"GIMAP7","168537","GTPase, IMAP family member 7"
"72","243303_at",-1.58665133641192,7.57598215243726,-5.70617681902721,6.3888015308985e-06,9.82892543215153e-05,3.91697115173817,NA,NA,NA
"73","232555_at",-1.74842462026838,7.4664794106146,-5.69253595954909,6.612779330678e-06,0.000100193626222394,3.88367766477033,"CREB5","9586","cAMP responsive element bin..."
"74","1554309_at",1.87888861887341,7.57036283874119,5.63194678045654,7.70784801220251e-06,0.000114389446088704,3.73561733003933,"EIF4G3","8672","eukaryotic translation init..."
"75","206110_at",-1.87752777642184,8.70167901082579,-5.62834353906091,7.77848233403189e-06,0.000114389446088704,3.72680315430753,"H3C10","8357","H3 clustered histone 10"
"76","225086_at",-1.53789951603578,8.15339333047816,-5.61858114269499,7.97316536068229e-06,0.000115553121169309,3.70291759836865,"FAM98B","283742","family with sequence simila..."
"77","232045_at",1.60825116222962,8.05710155488178,5.60809261250719,8.18783067129765e-06,0.000116190870940117,3.67724736780338,"PHACTR1","221692","phosphatase and actin regul..."
"78","202710_at",-1.63239112520083,7.68112873957945,-5.60095467415952,8.33725720820507e-06,0.000116190870940117,3.65977283860603,"BET1","10282","Bet1 golgi vesicular membra..."
"79","204838_s_at",-1.68990472455352,8.88736297217346,-5.59459695160831,8.47267357958576e-06,0.000116190870940117,3.64420516965382,"MLH3","27030","mutL homolog 3"
"80","1569263_at",1.77437355706499,7.17441272989711,5.58777114224764,8.62053934532031e-06,0.000116190870940117,3.62748799560195,NA,NA,NA
"81","1557487_at",-1.58524513608151,6.18485202248531,-5.58745691117423,8.62740899217138e-06,0.000116190870940117,3.62671832555499,NA,NA,NA
"82","219487_at",-1.62959350789648,6.02235969865957,-5.58350336575217,8.71431532050876e-06,0.000116190870940117,3.61703398548821,"BBS10","79738","Bardet-Biedl syndrome 10"
"83","225987_at",-1.6962395512953,7.96488641604176,-5.57177418009367,8.97739344004653e-06,0.000117686442073238,3.58829622398856,"STEAP4","79689","STEAP4 metalloreductase"
"84","206082_at",-1.70540266393168,8.46740122138477,-5.56577935349807,9.11494256768912e-06,0.000117686442073238,3.57360439380777,"HCP5","10866","HLA complex P5"
"85","228280_at",-1.55268921703741,6.28889572999162,-5.5621964300574,9.19816757372216e-06,0.000117686442073238,3.5648222999043,"ZC3HAV1L","92092","zinc finger CCCH-type conta..."
"86","235304_at",-1.54158269735447,5.44053905132123,-5.55797424744925,9.29722892378582e-06,0.000117686442073238,3.55447213516512,NA,NA,NA
"87","239845_at",1.97775537442532,8.63728224968054,5.54523410763072,9.6027310563942e-06,0.000117767325240078,3.5232335248213,NA,NA,NA
"88","232068_s_at",-1.80518764860314,7.1433928337128,-5.54117116984238,9.70227869628389e-06,0.000117767325240078,3.51326884914657,"TLR4","7099","toll like receptor 4"
"89","218880_at",1.59808491593789,8.75112702590496,5.53946086928222,9.74449505110316e-06,0.000117767325240078,3.50907385418216,"FOSL2","2355","FOS like 2, AP-1 transcript..."
"90","220146_at",-1.80550959964424,7.65980664718513,-5.53824226100741,9.77468799492651e-06,0.000117767325240078,3.5060847479297,"TLR7","51284","toll like receptor 7"
"91","235215_at",-1.56723131544201,6.20345358827884,-5.52351047476454,1.01472664498871e-05,0.000120800791070084,3.46994115919621,"ERCC4","2072","ERCC excision repair 4, end..."
"92","212407_at",-1.68687330697375,7.16119342888243,-5.50856026014945,1.05400623890312e-05,0.000122654608284463,3.4332463349346,"METTL13","51603","methyltransferase 13, eEF1A..."
"93","1558691_a_at",1.74948338690849,5.4302305261465,5.50825293241585,1.05482963124638e-05,0.000122654608284463,3.43249184850654,"DOCK4","9732","dedicator of cytokinesis 4"
"94","202540_s_at",-1.5516743949681,7.44724107879687,-5.47402473222794,1.1507260719091e-05,0.000131631216156979,3.3484222720595,"HMGCR","3156","3-hydroxy-3-methylglutaryl-..."
"95","230261_at",-1.55654412027089,7.91197417448413,-5.46858812778773,1.16674933076232e-05,0.000131631216156979,3.33506202422033,"ST8SIA4","7903","ST8 alpha-N-acetyl-neuramin..."
"96","226479_at",-1.55734457001308,5.6009944259539,-5.46265727584516,1.18448665057603e-05,0.000131631216156979,3.32048498990154,"KBTBD6","89890","kelch repeat and BTB domain..."
"97","230252_at",-1.59116325110404,7.37243940205041,-5.46259280746094,1.18468094541281e-05,0.000131631216156979,3.3203265249689,"LPAR5","57121","lysophosphatidic acid recep..."
"98","214414_x_at",-2.85514160409527,8.84078571419715,-5.44823650904127,1.22876028519117e-05,0.000135028602768261,3.28503172898669,"HBA1","3039","hemoglobin subunit alpha 1"
"99","214414_x_at",-2.85514160409527,8.84078571419715,-5.44823650904127,1.22876028519117e-05,0.000135028602768261,3.28503172898669,"HBA2","3040","hemoglobin subunit alpha 2"
"100","214349_at",1.80652328718941,9.25228747247741,5.41482112998841,1.33788773121352e-05,0.000144103469427771,3.20283011415838,NA,NA,NA
"101","244450_at",-1.62976562854216,6.30070853956821,-5.41415433127472,1.34016226567827e-05,0.000144103469427771,3.20118909194244,NA,NA,NA
"102","206188_at",-1.53330882882373,6.41210775680036,-5.37561311959335,1.47849267354446e-05,0.000156394605064072,3.10629217700108,"ZNF623","9831","zinc finger protein 623"
"103","224953_at",-1.56911029438109,7.00940839302261,-5.37146175803979,1.49422801966114e-05,0.000156394605064072,3.09606541197566,"YIPF5","81555","Yip1 domain family member 5"
"104","209301_at",-1.76952814077052,8.94590105428686,-5.36828026942336,1.50640153515863e-05,0.000156394605064072,3.08822723172174,"CA2","760","carbonic anhydrase 2"
"105","228562_at",1.50654162957005,7.88378265136632,5.36552433169924,1.5170276691215e-05,0.000156394605064072,3.08143700598502,"ZBTB10","65986","zinc finger and BTB domain ..."
"106","209662_at",-1.65554081520376,8.17015472991056,-5.35158079980186,1.57196167991454e-05,0.000159791059466093,3.04707559302499,"CETN3","1070","centrin 3"
"107","243296_at",2.05534899583533,11.7885044222139,5.34910306117532,1.58193148871432e-05,0.000159791059466093,3.04096849402393,"NAMPT","10135","nicotinamide phosphoribosyl..."
"108","227916_x_at",-1.59206369028776,7.28475034703437,-5.34499240859252,1.5986127563745e-05,0.00015986127563745,3.03083585637767,"EXOSC3","51010","exosome component 3"
"109","221211_s_at",-1.58637100595338,9.91266813620655,-5.33961064284312,1.62072103934395e-05,0.000160467429638014,3.01756855040548,"MAP3K7CL","56911","MAP3K7 C-terminal like"
"110","64064_at",-1.56594625122061,9.85454873732709,-5.32192557878108,1.69556852182454e-05,0.000164593085175963,2.97395962738595,"GIMAP5","55340","GTPase, IMAP family member 5"
"111","64064_at",-1.56594625122061,9.85454873732709,-5.32192557878108,1.69556852182454e-05,0.000164593085175963,2.97395962738595,"GIMAP1-GIMAP5","100527949","GIMAP1-GIMAP5 readthrough"
"112","201503_at",-1.5033579472936,8.84651542498868,-5.3192784765721,1.7070681019332e-05,0.000164593085175963,2.96743079110538,"G3BP1","10146","G3BP stress granule assembl..."
"113","237009_at",1.95603248101963,8.34415963101493,5.31687083670329,1.71759575248524e-05,0.000164593085175963,2.96149224322862,NA,NA,NA
"114","217739_s_at",1.50434836663812,11.2380941668555,5.31445448225957,1.72822739434761e-05,0.000164593085175963,2.95553189171536,"NAMPT","10135","nicotinamide phosphoribosyl..."
"115","219243_at",-1.75399485814939,10.6847457278228,-5.29014313466172,1.83896092626778e-05,0.000173486879836583,2.89554684789465,"GIMAP4","55303","GTPase, IMAP family member 4"
"116","209398_at",1.49147979787668,9.36116485824559,5.2802924162232,1.88584255876261e-05,0.000176246968108655,2.87123289591772,"H1-2","3006","H1.2 linker histone, cluste..."
"117","204285_s_at",1.59260882763885,10.5474768422049,5.27115146139235,1.93042442324628e-05,0.000178047514572152,2.84866648027441,"PMAIP1","5366","phorbol-12-myristate-13-ace..."
"118","222044_at",1.54957411629923,9.31487442914014,5.26907118023972,1.94071790883646e-05,0.000178047514572152,2.84353028280306,"PCIF1","63935","phosphorylated CTD interact..."
"119","1556820_a_at",-1.99550258598879,6.9738890129556,-5.24131530926972,2.08347463207353e-05,0.000189406784733957,2.77498131112831,"DLEU2","8847","deleted in lymphocytic leuk..."
"120","241938_at",1.66897446781761,9.15619719878231,5.22088226976676,2.19529583811845e-05,0.000197774399830491,2.7244946150069,"QKI","9444","QKI, KH domain containing R..."
"121","211506_s_at",2.86214857814238,7.93857259060384,5.21724169977848,2.21584521029866e-05,0.000197843322348095,2.71549738191019,"CXCL8","3576","C-X-C motif chemokine ligand 8"
"122","224341_x_at",-1.55956285300489,8.12181843826912,-5.20702070194764,2.27458060942346e-05,0.000200277745725886,2.69023427908876,"TLR4","7099","toll like receptor 4"
"123","223044_at",-1.48681986463125,9.27344974464273,-5.2055489677247,2.2831663012751e-05,0.000200277745725886,2.68659623720021,"SLC40A1","30061","solute carrier family 40 me..."
"124","229298_at",-1.52161990711656,6.10092925182181,-5.19385381474792,2.35256417346365e-05,0.000204570797692491,2.65768318278613,"KBTBD7","84078","kelch repeat and BTB domain..."
"125","223584_s_at",1.53203608994503,9.1931042202508,5.18095025584706,2.43160261709643e-05,0.000209620915266934,2.62577597295926,"KBTBD2","25948","kelch repeat and BTB domain..."
"126","213524_s_at",2.71397076236464,9.55343952840306,5.16803661983507,2.51338256743023e-05,0.000213297732852433,2.59383699325501,"G0S2","50486","G0/G1 switch 2"
"127","244546_at",2.29908240293033,8.16413496185285,5.16629202610086,2.52464128099941e-05,0.000213297732852433,2.5895216174783,"CYCS","54205","cytochrome c, somatic"
"128","1552790_a_at",-1.46593422125478,7.68596320116047,-5.16419479439317,2.53824302094396e-05,0.000213297732852433,2.58433380663931,"SEC62","7095","SEC62 homolog, preprotein t..."
"129","224454_at",1.68703069099738,7.62679158144677,5.11771562848058,2.85938554516084e-05,0.000238282128763403,2.46931764224612,"ETNK1","55500","ethanolamine kinase 1"
"130","231165_at",1.65166913422994,9.23429155369604,5.10011497855457,2.99141558984332e-05,0.000247224428912671,2.42574314873729,NA,NA,NA
"131","230192_at",-1.77106686648995,5.80312919213169,-5.06276223187463,3.2923101425987e-05,0.000269861487098254,2.33323398685835,"TRIM13","10206","tripartite motif containing 13"
"132","210772_at",-1.71668251360792,7.63622070288853,-5.04328148821117,3.46114003763811e-05,0.000281393498994968,2.2849703931777,"FPR2","2358","formyl peptide receptor 2"
"133","218513_at",-1.4764168839648,4.65771913362878,-5.03612153830659,3.52535801088166e-05,0.000284303065393682,2.26722889038697,"TMA16","55319","translation machinery assoc..."
"134","205098_at",-1.73078064777582,9.83328819354416,-4.99980034132624,3.87006436772462e-05,0.000307269843291427,2.17720852591137,"CCR1","1230","C-C motif chemokine receptor 1"
"135","204256_at",-1.46272381615256,5.7481426019233,-4.99892578876815,3.8787695999651e-05,0.000307269843291427,2.17504058539842,"ELOVL6","79071","ELOVL fatty acid elongase 6"
"136","235885_at",-1.9578201553506,6.46119430200152,-4.99656900416551,3.90232700980112e-05,0.000307269843291427,2.16919822987781,"P2RY12","64805","purinergic receptor P2Y12"
"137","214329_x_at",-1.98539941927634,9.44849036277113,-4.98986904515544,3.97008569112047e-05,0.000308559476080397,2.15258865249172,"TNFSF10","8743","TNF superfamily member 10"
"138","1560800_at",-1.64142894123062,6.81737359745235,-4.98885757696159,3.98041724143712e-05,0.000308559476080397,2.15008107676858,NA,NA,NA
"139","243166_at",-1.45079675594887,5.04885103880274,-4.96265016673445,4.25774215166609e-05,0.000327518627051238,2.08510141158557,"SLC30A5","64924","solute carrier family 30 me..."
"140","238389_s_at",1.66165580437674,8.97602638128057,4.93602324942709,4.5594081454066e-05,0.000348046423313481,2.01906771142339,NA,NA,NA
"141","230134_s_at",1.43443452252045,8.75472309812442,4.92934086292644,4.63842903222507e-05,0.000349911295652627,2.00249369129693,"RC3H2","54542","ring finger and CCCH-type d..."
"142","1557459_at",1.53289726849179,7.27954533395896,4.92805262450776,4.65382023217994e-05,0.000349911295652627,1.99929844754756,NA,NA,NA
"143","219913_s_at",-1.71162360786344,7.14806297183558,-4.92364387403532,4.70688296369993e-05,0.000351259922664174,1.98836313376381,"CRNKL1","51340","crooked neck pre-mRNA splic..."
"144","1560058_at",1.45665628490839,7.00202045579886,4.9031862910008,4.96117048087569e-05,0.000367494109694496,1.93761701132018,"LOC399900","399900","uncharacterized LOC399900"
"145","238937_at",-1.59641638992996,6.62430284422996,-4.88441502800082,5.20661899329315e-05,0.00038283963185979,1.89104892358699,"ZNF420","147923","zinc finger protein 420"
"146","222811_at",-1.44915760872581,8.40627261750831,-4.85451650372666,5.62298942420898e-05,0.00041043718424883,1.81686812875818,"CMTR2","55783","cap methyltransferase 2"
"147","208937_s_at",1.99836901685227,7.98310372129846,4.83844466072982,5.86045500633082e-05,0.000424670652632668,1.77698933252297,"ID1","3397","inhibitor of DNA binding 1"
"148","229934_at",-1.54965163087464,8.44560981077375,-4.82012947841487,6.14335883736414e-05,0.000441968261680873,1.73154221977901,NA,NA,NA
"149","1552553_a_at",-1.54846517928794,8.05511694842992,-4.8063481368218,6.36522889753891e-05,0.000454659206967065,1.69734436255248,"NLRC4","58484","NLR family CARD domain cont..."
"150","230226_s_at",-1.67335623535007,6.43996819179358,-4.80139624783646,6.4468986876257e-05,0.000457226857278418,1.68505630618943,"KDM5A","5927","lysine demethylase 5A"
"151","202270_at",-1.7751445483349,10.0489080271363,-4.7880203129787,6.6727946870101e-05,0.000469538481656948,1.65186385998347,"GBP1","2633","guanylate binding protein 1"
"152","229970_at",-1.68052374436421,4.81139342717232,-4.7856063182134,6.71440028769435e-05,0.000469538481656948,1.64587350214681,"KBTBD7","84078","kelch repeat and BTB domain..."
"153","241425_at",1.93979592439823,9.53879489180579,4.76970382105351,6.99505873817984e-05,0.000485767967929156,1.60641129765121,"NUP58","9818","nucleoporin 58"
"154","1564970_at",1.42297066437508,6.89632092685435,4.7542394116822,7.27925996394951e-05,0.000502017928548242,1.56803659592213,"SETDB2","83852","SET domain bifurcated histo..."
"155","205767_at",2.29233561629545,7.45048364377149,4.72865067193389,7.77516488101455e-05,0.000532545539795517,1.50454052512869,"EREG","2069","epiregulin"
"156","206698_at",-1.754197938575,6.25846793273309,-4.71738561970866,8.00407715301681e-05,0.000544495044422912,1.47658857259896,"XK","7504","X-linked Kx blood group ant..."
"157","228190_at",-1.53018270617556,6.50041949074857,-4.71174254080966,8.12127324636873e-05,0.000548734678808698,1.46258677410775,"ATG4C","84938","autophagy related 4C cystei..."
"158","242853_at",1.75336253876737,8.88697649984342,4.69745036208551,8.42584066646289e-05,0.000564811549606023,1.42712579763847,NA,NA,NA
"159","1554345_a_at",-1.43149375138926,6.40267809210557,-4.69532159730654,8.47217324409034e-05,0.000564811549606023,1.42184419265604,"GIN1","54826","gypsy retrotransposon integ..."
"160","232725_s_at",-1.40288114955445,6.73292581265647,-4.69223820815149,8.5397359409285e-05,0.000564996328867294,1.41419418672696,"MS4A6A","64231","membrane spanning 4-domains..."
"161","231630_at",1.4529260568718,4.98356876101754,4.69005300109417,8.58794419878287e-05,0.000564996328867294,1.40877266721851,NA,NA,NA
"162","209906_at",-1.49065306921585,9.50949800182326,-4.67855247246893,8.84618592793727e-05,0.000576794129270337,1.38024065368474,"C3AR1","719","complement C3a receptor 1"
